,file name,duration,file path
0,file1.wav_16k.wav_norm.wav_mono.wav_silence.wav,2.501625,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file1.wav_16k.wav_norm.wav_mono.wav_silence.wav
1,file10.wav_16k.wav_norm.wav_mono.wav_silence.wav,3.903625,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10.wav_16k.wav_norm.wav_mono.wav_silence.wav
2,file100.wav_16k.wav_norm.wav_mono.wav_silence.wav,3.4910625,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file100.wav_16k.wav_norm.wav_mono.wav_silence.wav
3,file10000.wav_16k.wav_norm.wav_mono.wav_silence.wav,4.185125,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10000.wav_16k.wav_norm.wav_mono.wav_silence.wav
4,file10001.wav_16k.wav_norm.wav_mono.wav_silence.wav,2.079625,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10001.wav_16k.wav_norm.wav_mono.wav_silence.wav
5,file10002.wav_16k.wav_norm.wav_mono.wav_silence.wav,5.3906875,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10002.wav_16k.wav_norm.wav_mono.wav_silence.wav
6,file10003.wav_16k.wav_norm.wav_mono.wav_silence.wav,5.1714375,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10003.wav_16k.wav_norm.wav_mono.wav_silence.wav
7,file10005.wav_16k.wav_norm.wav_mono.wav_silence.wav,3.4988125,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10005.wav_16k.wav_norm.wav_mono.wav_silence.wav
8,file10007.wav_16k.wav_norm.wav_mono.wav_silence.wav,1.8301875,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10007.wav_16k.wav_norm.wav_mono.wav_silence.wav
9,file10008.wav_16k.wav_norm.wav_mono.wav_silence.wav,2.383625,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10008.wav_16k.wav_norm.wav_mono.wav_silence.wav
10,file10010.wav_16k.wav_norm.wav_mono.wav_silence.wav,4.692375,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10010.wav_16k.wav_norm.wav_mono.wav_silence.wav
11,file10012.wav_16k.wav_norm.wav_mono.wav_silence.wav,2.917875,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10012.wav_16k.wav_norm.wav_mono.wav_silence.wav
12,file10017.wav_16k.wav_norm.wav_mono.wav_silence.wav,4.452625,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10017.wav_16k.wav_norm.wav_mono.wav_silence.wav
13,file10019.wav_16k.wav_norm.wav_mono.wav_silence.wav,3.6039375,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10019.wav_16k.wav_norm.wav_mono.wav_silence.wav
14,file10020.wav_16k.wav_norm.wav_mono.wav_silence.wav,4.2594375,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10020.wav_16k.wav_norm.wav_mono.wav_silence.wav
15,file10021.wav_16k.wav_norm.wav_mono.wav_silence.wav,2.774125,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10021.wav_16k.wav_norm.wav_mono.wav_silence.wav
16,file10024.wav_16k.wav_norm.wav_mono.wav_silence.wav,5.0573125,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10024.wav_16k.wav_norm.wav_mono.wav_silence.wav
17,file10025.wav_16k.wav_norm.wav_mono.wav_silence.wav,5.7505,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10025.wav_16k.wav_norm.wav_mono.wav_silence.wav
18,file10028.wav_16k.wav_norm.wav_mono.wav_silence.wav,2.711875,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10028.wav_16k.wav_norm.wav_mono.wav_silence.wav
19,file1003.wav_16k.wav_norm.wav_mono.wav_silence.wav,2.629,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file1003.wav_16k.wav_norm.wav_mono.wav_silence.wav
20,file10032.wav_16k.wav_norm.wav_mono.wav_silence.wav,5.149875,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10032.wav_16k.wav_norm.wav_mono.wav_silence.wav
21,file10033.wav_16k.wav_norm.wav_mono.wav_silence.wav,4.416375,d:\kuliah\mbkm research\ai voice detector\preprocess\dataset\for-norm\training\real\file10033.wav_16k.wav_norm.wav_mono.wav_silence.wav
